TimeStamp[us],power[w],dop,azimuthal[rad],ellipticity[rad]
187791927.0,9.505072e-09,0.7633601,-1.538497,0.4949877
187792334.0,9.574186e-09,0.7667509,-1.54879,0.5261224
187792739.0,9.373724e-09,0.7498412,1.55798,0.5369137
187793144.0,8.90112e-09,0.7292397,1.554141,0.5503679
187793619.0,9.320984e-09,0.7577007,1.543459,0.5707701
187794026.0,9.78005e-09,0.7567717,1.518649,0.5757263
187794434.0,1.048634e-08,0.7707501,1.481694,0.5561787
187794840.0,1.090522e-08,0.7728144,1.48756,0.5559097
187795247.0,1.107353e-08,0.7812838,1.548736,0.5605126
187795721.0,1.035472e-08,0.7921827,1.541742,0.5604385
187796127.0,9.745412e-09,0.7796047,1.558484,0.5519381
187796534.0,9.392892e-09,0.7861232,1.547634,0.5447355
187796940.0,9.086212e-09,0.7702934,1.5379,0.543708
187797346.0,9.43495e-09,0.7629592,1.543377,0.5489143
187797811.0,9.851302e-09,0.763126,1.508007,0.5581984
187798207.0,1.034569e-08,0.7521025,1.507842,0.5610382
187798604.0,1.061962e-08,0.7518884,1.521331,0.575909
187799073.0,1.134115e-08,0.765577,1.493542,0.6021797
187799481.0,1.190409e-08,0.7797717,1.448005,0.6010373
187799888.0,1.237328e-08,0.7723751,1.462467,0.5892997
187800294.0,1.278458e-08,0.7797342,1.418146,0.5970467
187800769.0,1.320633e-08,0.7698933,1.447356,0.5976343
187801176.0,1.331588e-08,0.778395,1.500821,0.5963841
187801584.0,1.280902e-08,0.7636082,1.507847,0.5976421
187801992.0,1.230185e-08,0.7703998,1.527376,0.6090614
187802400.0,1.219737e-08,0.7702823,1.539707,0.5996034
187802874.0,1.235233e-08,0.7860638,1.522666,0.6093506
187803280.0,1.187277e-08,0.7934653,1.497984,0.5894651
187803688.0,1.143358e-08,0.7658088,1.490533,0.5964808
187804096.0,1.239538e-08,0.7791344,1.462487,0.6314773
187804505.0,1.219356e-08,0.7697625,1.511655,0.6545754
187804912.0,1.204732e-08,0.7651317,1.524044,0.6464272
187805388.0,1.198707e-08,0.7723839,1.496658,0.6236006
