TimeStamp[us],power[w],dop,azimuthal[rad],ellipticity[rad]
72195766.0,4.942379e-09,0.7725836,-1.531613,0.4572699
72196240.0,5.053719e-09,0.7771179,-1.567261,0.4356867
72196647.0,5.384164e-09,0.7716491,-1.557669,0.42715
72197054.0,5.673288e-09,0.7733189,1.567307,0.4326385
72197526.0,6.166148e-09,0.7703632,1.556757,0.4199381
72197933.0,6.629608e-09,0.7680469,-1.553435,0.4497507
72198339.0,6.788815e-09,0.7542209,-1.554931,0.4416268
72198745.0,7.236431e-09,0.7649404,-1.56557,0.4490941
72199219.0,7.76067e-09,0.7867362,-1.505304,0.4687327
72199625.0,8.060422e-09,0.8005424,-1.548088,0.4710199
72200031.0,8.33104e-09,0.8129925,-1.546061,0.4544193
72200506.0,8.765824e-09,0.8214529,1.545801,0.45753
72200913.0,9.243432e-09,0.8230475,1.555296,0.4447532
72201321.0,9.841168e-09,0.8365903,1.556902,0.442256
72201794.0,9.348318e-09,0.8311686,1.567419,0.4364581
72202200.0,9.481892e-09,0.827362,1.562216,0.4235504
72202673.0,9.674696e-09,0.8307135,-1.563602,0.4279332
72203079.0,9.517702e-09,0.8271002,-1.565825,0.4252617
72203486.0,9.596222e-09,0.8315772,1.542533,0.4320684
72203895.0,9.46713e-09,0.8212556,1.557624,0.4285434
72204370.0,8.89897e-09,0.8143167,1.540088,0.4417527
72204778.0,8.873532e-09,0.8181531,1.514628,0.4439534
72205251.0,7.733929e-09,0.7975073,1.479504,0.4533964
72205658.0,7.265694e-09,0.7908147,1.518438,0.4547579
72206063.0,7.406123e-09,0.80013,1.551808,0.4490761
72206528.0,7.155715e-09,0.7874938,-1.568881,0.4542845
72206926.0,6.740095e-09,0.7710534,-1.545724,0.4728304
72207391.0,7.579747e-09,0.7905495,-1.504047,0.4744703
72207789.0,7.432253e-09,0.7781058,-1.477378,0.4882854
72208254.0,7.164846e-09,0.7776644,-1.539681,0.4798872
72208720.0,7.399135e-09,0.7743228,-1.550289,0.4713243
72209120.0,7.393684e-09,0.778248,-1.566164,0.4573119
72209586.0,7.637504e-09,0.7692704,1.561746,0.4642281
72210052.0,7.230101e-09,0.7579793,1.559099,0.4676034
72210453.0,6.908716e-09,0.7394711,-1.558444,0.4593765
72210853.0,7.033679e-09,0.7575261,-1.547178,0.4688737
72211254.0,7.473815e-09,0.7600175,-1.560815,0.4428715
72211720.0,7.525134e-09,0.7331472,-1.549915,0.4480299
72212188.0,8.244372e-09,0.7603153,-1.565276,0.4563181
72212590.0,7.980384e-09,0.7689626,1.558357,0.480684
72213059.0,7.33854e-09,0.7389443,-1.570096,0.4823276
72213462.0,7.762738e-09,0.7493564,-1.557695,0.4807926
72213930.0,8.024141e-09,0.7638087,1.565317,0.4912392
72214333.0,7.939389e-09,0.7771521,1.566018,0.4933001
72214736.0,8.005281e-09,0.7888322,1.567341,0.4994917
72215204.0,7.599202e-09,0.7734365,-1.570635,0.4999514
72215672.0,7.811523e-09,0.7828142,-1.562703,0.5140572
72216142.0,7.643437e-09,0.7831497,1.567542,0.54181
72216543.0,8.178248e-09,0.7874652,1.563546,0.5337832
72216945.0,8.878568e-09,0.7925452,1.564194,0.514965
72217147.0,8.852288e-09,0.793576,1.558804,0.5177703
72217819.0,8.528266e-09,0.7967543,-1.562488,0.5090354
72218290.0,8.94117e-09,0.7932667,-1.564131,0.5149381
72218758.0,8.457122e-09,0.7699476,1.555757,0.5267226
72219227.0,8.167937e-09,0.7715158,1.535438,0.5367604
72219897.0,8.013572e-09,0.7595716,1.562513,0.5467129
72220301.0,8.054554e-09,0.7600064,1.569752,0.5388078
72220705.0,8.796834e-09,0.7804359,1.543867,0.5296778
72221244.0,9.406272e-09,0.7964838,1.542834,0.5445932
72221780.0,9.097798e-09,0.7930433,1.523755,0.5518493
72222248.0,9.616716e-09,0.8101309,1.513764,0.5660153
72222720.0,9.059224e-09,0.787342,1.50955,0.5776974
72223192.0,1.017598e-08,0.7829097,1.502784,0.5802977
72223730.0,1.061923e-08,0.778951,1.467096,0.5802067
72224134.0,9.946318e-09,0.7675404,1.445434,0.5709862
72224607.0,9.523558e-09,0.7601879,1.439905,0.5874837
72225010.0,9.121324e-09,0.7613261,1.449174,0.5845245
72225482.0,8.852292e-09,0.7689855,1.518855,0.5819785
72225887.0,9.37233e-09,0.7660408,1.515197,0.5790158
72226290.0,9.696702e-09,0.7863711,1.519057,0.5840229
72226691.0,1.017079e-08,0.7999981,1.512119,0.5822666
72227162.0,1.122314e-08,0.8229155,1.491671,0.5838063
72227565.0,1.127625e-08,0.8191303,1.486373,0.5801735
72227967.0,1.108602e-08,0.8173604,1.530955,0.565107
72228435.0,1.179753e-08,0.8230283,-1.569204,0.5479118
72228836.0,1.145993e-08,0.8107679,1.568069,0.5407126
72229238.0,1.216911e-08,0.8115455,1.545527,0.5310672
72229705.0,1.315845e-08,0.8232132,1.513481,0.5321632
72230106.0,1.373509e-08,0.8224524,1.505905,0.5399145
72230575.0,1.399906e-08,0.8341223,1.49943,0.5427605
72231044.0,1.379344e-08,0.8333771,1.496153,0.5567475
72231513.0,1.329663e-08,0.8253786,1.485237,0.5674309
72231914.0,1.272971e-08,0.8054432,1.503654,0.565834
72232382.0,1.183076e-08,0.7868846,1.494634,0.5733373
72232782.0,1.185732e-08,0.7838248,1.527195,0.5807082
72233182.0,1.212523e-08,0.7942671,1.506102,0.5901122
72233651.0,1.362725e-08,0.8126904,1.483235,0.5858366
72234053.0,1.509274e-08,0.8231992,1.520639,0.5908044
72234453.0,1.733707e-08,0.8450784,1.55287,0.5760321
72234854.0,1.891429e-08,0.8500636,1.564238,0.5788614
72235323.0,1.938622e-08,0.8516466,1.563182,0.5700407
72235724.0,2.153589e-08,0.8705834,1.556565,0.5657667
72236126.0,2.188998e-08,0.8819822,1.526934,0.5692929
72236528.0,2.269547e-08,0.8899252,1.512856,0.5777926
72236996.0,2.611003e-08,0.9011502,1.516171,0.5614141
72237397.0,2.897536e-08,0.9064516,1.522499,0.5590562
72237797.0,2.950049e-08,0.907484,1.520948,0.5525422
72238264.0,3.07387e-08,0.9052238,1.542973,0.5484935
72238666.0,3.222448e-08,0.9015214,1.5286,0.5411188
72239066.0,3.047818e-08,0.8997002,1.548264,0.5439714
72239533.0,3.332107e-08,0.8991424,1.53764,0.5411258
72239934.0,3.470802e-08,0.896417,1.545514,0.5409557
72240335.0,3.711771e-08,0.8971022,1.56054,0.5340686
72240735.0,3.752473e-08,0.8998586,1.550722,0.5395874
72241202.0,3.550166e-08,0.8984872,1.52214,0.5468828
72241602.0,3.269386e-08,0.894144,1.518919,0.5434379
72242003.0,3.117832e-08,0.8896054,1.531738,0.5398549
72242469.0,2.639051e-08,0.8765628,1.497753,0.5432613
72242869.0,2.358628e-08,0.8552402,1.45333,0.5563947
72243269.0,2.233042e-08,0.8531004,1.423501,0.5591148
72243737.0,2.194178e-08,0.8553664,1.341666,0.5742691
72244137.0,2.155567e-08,0.8513332,1.364219,0.5622227
72244537.0,2.027252e-08,0.847344,1.345514,0.5670609
72244938.0,2.057631e-08,0.8437074,1.352898,0.5636613
72245405.0,1.974406e-08,0.83677,1.376051,0.564955
72245807.0,1.966717e-08,0.8191443,1.396495,0.5737656
72246207.0,1.893373e-08,0.8108047,1.428625,0.5919326
72246674.0,1.891119e-08,0.7992133,1.445384,0.6032847
72247074.0,1.929576e-08,0.7968436,1.432584,0.6297316
72247474.0,2.12196e-08,0.8053913,1.428818,0.613472
72247941.0,2.064525e-08,0.8149793,1.462553,0.607428
72248341.0,2.093842e-08,0.8177731,1.427089,0.606202
72248741.0,2.131368e-08,0.8217254,1.425909,0.5910627
72249141.0,2.226205e-08,0.8282552,1.422792,0.5816727
72249608.0,2.209145e-08,0.8262266,1.388925,0.576656
72250010.0,2.28094e-08,0.8328915,1.377147,0.5682375
72250410.0,2.271593e-08,0.8269598,1.348797,0.5651147
72250874.0,2.294631e-08,0.8293599,1.316743,0.5694804
72251273.0,2.380437e-08,0.8316791,1.316884,0.5801337
72251673.0,2.313718e-08,0.803938,1.32403,0.5715637
72252140.0,2.429707e-08,0.778687,1.358445,0.5738288
72252539.0,2.516763e-08,0.7726334,1.416977,0.5615563
72252940.0,2.611766e-08,0.7653715,1.471104,0.5501609
72253403.0,2.66248e-08,0.7608722,1.524103,0.5734262
72253801.0,2.601857e-08,0.7651487,1.568945,0.5711099
72254396.0,2.472116e-08,0.781523,-1.555974,0.5698284
72254801.0,2.337821e-08,0.7827553,-1.548471,0.5674208
72255208.0,2.322648e-08,0.7969892,-1.556729,0.592613
72255614.0,2.223841e-08,0.8033851,1.558407,0.6091954
72256090.0,2.188966e-08,0.8067446,-1.556582,0.6233555
72256492.0,2.2065e-08,0.8165699,1.549835,0.629075
